sample_id,population,fis
HG01414,PUR,-0.01049
HG03642,STUITU,0.0005534
HG03643,STUITU,0.01127
HG03644,STUITU,-0.002716
HG03645,STUITU,0.002826
HG03646,STUITU,-0.003123
HG03672,STUITU,0.03355
HG03673,STUITU,-0.001523
HG03679,STUITU,0.009477
HG03680,STUITU,-0.004217
HG03681,STUITU,0.01233
HG03684,STUITU,0.00827
HG03685,STUITU,0.001213
HG03686,STUITU,0.01834
HG03687,STUITU,0.03549
HG03689,STUITU,0.0371
HG03690,STUITU,0.09292
HG03691,STUITU,-0.0002464
HG03692,STUITU,0.03195
HG03693,STUITU,0.00792
HG03694,STUITU,-0.01666
HG03695,STUITU,0.02331
HG03696,STUITU,0.1529
HG03697,STUITU,0.01392
HG03698,STUITU,0.008902
HG03711,STUITU,0.03987
HG03713,STUITU,0.003444
HG03714,STUITU,-0.00475
HG03716,STUITU,0.00336
HG03717,STUITU,0.02818
HG03718,STUITU,0.0226
HG03720,STUITU,0.01531
HG03722,STUITU,0.05149
HG03727,STUITU,0.008214
HG03729,STUITU,0.002911
HG03730,STUITU,0.007709
HG03731,STUITU,0.005619
HG03733,STUITU,0.04655
HG03736,STUITU,0.001802
HG03738,STUITU,0.05348
HG03740,STUITU,0.08308
HG03741,STUITU,0.03403
HG03742,STUITU,-0.003095
HG03743,STUITU,0.03779
HG03744,STUITU,0.001297
HG03745,STUITU,0.03023
HG03746,STUITU,-0.005747
HG03750,STUITU,0.01143
HG03752,STUITU,0.06145
HG03753,STUITU,-0.00447
HG03754,STUITU,-0.005101
HG03755,STUITU,0.001732
HG03756,STUITU,0.06042
HG03757,STUITU,-0.003305
HG03760,STUITU,-0.003544
HG03770,STUITU,0.02905
HG03771,STUITU,0.0004692
HG03772,STUITU,0.0341
HG03773,STUITU,0.03962
HG03774,STUITU,0.01961
HG03775,STUITU,0.01957
HG03777,STUITU,0.007653
HG03778,STUITU,-0.00294
HG03779,STUITU,-0.005943
HG03780,STUITU,-0.0007094
HG03781,STUITU,-0.001341
HG03782,STUITU,-0.005985
HG03784,STUITU,0.03768
HG03785,STUITU,0.03285
HG03786,STUITU,0.04009
HG03787,STUITU,-0.006069
HG03788,STUITU,0.02017
HG03789,STUITU,-0.001664
HG03790,STUITU,0.01028
HG03792,STUITU,0.0303
HG03836,STUITU,0.04937
HG03837,STUITU,0.1438
HG03838,STUITU,0.04579
HG03844,STUITU,0.02609
HG03846,STUITU,-0.001355
HG03848,STUITU,-0.004161
HG03849,STUITU,0.00639
HG03850,STUITU,0.008832
HG03851,STUITU,0.003528
HG03854,STUITU,0.06014
HG03856,STUITU,0.01137
HG03857,STUITU,-0.004778
HG03858,STUITU,0.07812
HG03861,STUITU,0.03235
HG03862,STUITU,0.115
HG03863,STUITU,0.01935
HG03864,STUITU,0.01214
HG03866,STUITU,-0.0007936
HG03867,STUITU,0.04862
HG03868,STUITU,0.00813
HG03869,STUITU,-0.0004849
HG03870,STUITU,-0.003109
HG03871,STUITU,0.008088
HG03872,STUITU,0.008818
HG03873,STUITU,0.004019
HG03874,STUITU,0.001564
HG03875,STUITU,0.05916
HG03882,STUITU,0.003205
HG03884,STUITU,0.03828
HG03885,STUITU,0.009421
HG03886,STUITU,-0.00461
HG03887,STUITU,0.007302
HG03888,STUITU,0.008607
HG03890,STUITU,-0.01184
HG03894,STUITU,0.02842
HG03895,STUITU,0.06076
HG03896,STUITU,0.09575
HG03897,STUITU,0.002644
HG03898,STUITU,0.05707
HG03899,STUITU,0.03211
HG03900,STUITU,0.0363
HG03943,STUITU,0.009351
HG03944,STUITU,0.0376
HG03945,STUITU,0.02122
HG03947,STUITU,-0.004526
HG03949,STUITU,0.02905
HG03950,STUITU,-0.005382
HG03951,STUITU,-0.01193
HG03953,STUITU,0.008284
HG03955,STUITU,0.05836
HG03960,STUITU,0.003065
HG03963,STUITU,-0.00736
HG03965,STUITU,0.0002727
HG03967,STUITU,0.03703
HG03968,STUITU,0.004398
HG03969,STUITU,-0.001523
HG03971,STUITU,-0.002113
HG03973,STUITU,0.006138
HG03974,STUITU,0.003949
HG03976,STUITU,-0.001565
HG03977,STUITU,0.004314
HG03978,STUITU,-0.003698
HG03985,STUITU,0.04287
HG03986,STUITU,0.00336
HG03989,STUITU,0.02501
HG03990,STUITU,0.001479
HG03991,STUITU,0.02216
HG03995,STUITU,0.003612
HG03998,STUITU,-0.008525
HG03999,STUITU,-0.001074
HG04001,STUITU,-0.0004288
HG04002,STUITU,-0.004568
HG04003,STUITU,0.003556
HG04006,STUITU,-6.402e-05
HG04014,STUITU,-0.0007796
HG04015,STUITU,0.0009041
HG04017,STUITU,0.02911
HG04018,STUITU,0.01693
HG04019,STUITU,-0.002772
HG04020,STUITU,0.01732
HG04022,STUITU,0.00284
HG04023,STUITU,0.05074
HG04025,STUITU,0.04527
HG04026,STUITU,0.04893
HG04029,STUITU,0.02686
HG04033,STUITU,0.00162
HG04035,STUITU,0.01964
HG04038,STUITU,0.01548
HG04039,STUITU,-0.00346
HG04042,STUITU,0.001999
HG04047,STUITU,-0.001313
HG04054,STUITU,0.0289
HG04056,STUITU,0.1121
HG04059,STUITU,0.002546
HG04060,STUITU,2.017e-05
HG04061,STUITU,0.002097
HG04062,STUITU,0.001339
HG04063,STUITU,0.02209
HG04070,STUITU,0.1804
HG04075,STUITU,0.02575
HG04076,STUITU,-0.001804
HG04080,STUITU,-0.002912
HG04090,STUITU,0.02283
HG04093,STUITU,0.01551
HG04094,STUITU,0.003514
HG04096,STUITU,0.07374
HG04098,STUITU,-0.001201
HG04099,STUITU,-0.005017
HG04100,STUITU,-0.00468
HG04106,STUITU,0.03602
HG04107,STUITU,0.03297
HG04118,STUITU,-0.002618
HG04198,STUITU,-0.001579
HG04200,STUITU,0.008944
HG04202,STUITU,0.01397
HG04206,STUITU,0.008649
HG04209,STUITU,0.05276
HG04210,STUITU,0.004229
HG04211,STUITU,0.1591
HG04212,STUITU,0.03096
HG04214,STUITU,0.002434
HG04216,STUITU,0.0005954
HG04219,STUITU,-0.007837
HG04222,STUITU,-0.004484
HG04225,STUITU,0.006755
HG04227,STUITU,-0.006224
HG04229,STUITU,4.823e-05
HG04235,STUITU,-0.0003306
HG04238,STUITU,-0.00259
HG04239,STUITU,-0.003502
NA20502,TSI,0.01376
NA20503,TSI,-0.004183
NA20504,TSI,-0.002905
NA20505,TSI,-0.004271
NA20506,TSI,-0.003537
NA20507,TSI,0.009236
NA20508,TSI,-0.0007586
NA20509,TSI,-0.007564
NA20510,TSI,-0.01472
NA20511,TSI,0.0001968
NA20512,TSI,-0.004198
NA20513,TSI,-0.008975
NA20514,TSI,-0.00289
NA20515,TSI,-0.003037
NA20516,TSI,0.0001674
NA20517,TSI,0.008501
NA20518,TSI,-0.007828
NA20519,TSI,-0.002405
NA20520,TSI,-0.01119
NA20521,TSI,-0.004595
NA20522,TSI,-0.01002
NA20524,TSI,-0.002728
NA20525,TSI,0.001593
NA20527,TSI,-0.001288
NA20528,TSI,-0.006726
NA20529,TSI,-0.002537
NA20530,TSI,-0.006976
NA20531,TSI,-0.004139
NA20532,TSI,-0.01024
NA20533,TSI,0.002475
NA20534,TSI,0.002416
NA20535,TSI,0.001505
NA20536,TSI,-0.003081
NA20538,TSI,0.002402
NA20539,TSI,0.0004467
NA20540,TSI,0.00443
NA20541,TSI,0.007987
NA20542,TSI,0.005841
NA20543,TSI,-0.01077
NA20544,TSI,-0.00286
NA20581,TSI,-0.001361
NA20582,TSI,0.01051
NA20585,TSI,0.04506
NA20586,TSI,-0.01246
NA20587,TSI,0.0004614
NA20588,TSI,0.0006083
NA20589,TSI,-0.009445
NA20752,TSI,-0.00921
NA20753,TSI,-0.008328
NA20754,TSI,-0.007079
NA20755,TSI,-0.006741
NA20756,TSI,-0.0003911
NA20757,TSI,-0.003551
NA20758,TSI,-0.006594
NA20759,TSI,-0.008152
NA20760,TSI,-0.007343
NA20761,TSI,-0.0005528
NA20762,TSI,0.007708
NA20763,TSI,-0.005153
NA20764,TSI,-0.000788
NA20765,TSI,-0.00505
NA20766,TSI,-0.00849
NA20767,TSI,-0.006785
NA20768,TSI,-0.002081
NA20769,TSI,-0.01552
NA20770,TSI,-0.009298
NA20771,TSI,-0.008475
NA20772,TSI,-0.002111
NA20773,TSI,0.001755
NA20774,TSI,-0.005638
NA20775,TSI,-0.00411
NA20778,TSI,0.001035
NA20783,TSI,0.003666
NA20785,TSI,-0.01503
NA20786,TSI,-0.001846
NA20787,TSI,-0.001273
NA20790,TSI,0.0008876
NA20792,TSI,-0.004418
NA20795,TSI,-0.00996
NA20796,TSI,-0.0008174
NA20797,TSI,-0.005212
NA20798,TSI,0.003489
NA20799,TSI,0.0044
NA20800,TSI,-0.001743
NA20801,TSI,-0.009607
NA20802,TSI,-0.009725
NA20803,TSI,-0.004639
NA20804,TSI,-0.005785
NA20805,TSI,0.002549
NA20806,TSI,0.003724
NA20807,TSI,-0.006829
NA20808,TSI,-0.004904
NA20809,TSI,-0.006829
NA20810,TSI,-0.01144
NA20811,TSI,-0.006961
NA20812,TSI,-0.002993
NA20813,TSI,-0.01211
NA20814,TSI,-0.01259
NA20815,TSI,-0.003831
NA20818,TSI,-0.00824
NA20819,TSI,0.01188
NA20821,TSI,-0.003801
NA20822,TSI,-0.009431
NA20826,TSI,-0.001214
NA20827,TSI,-0.01008
NA20828,TSI,-0.002934
NA20832,TSI,-0.00799
NA18486,YRI,-0.008448
NA18488,YRI,-0.009782
NA18489,YRI,-0.01043
NA18498,YRI,-0.007732
NA18499,YRI,-0.009852
NA18501,YRI,-0.001471
NA18502,YRI,-0.002454
NA18504,YRI,0.001098
NA18505,YRI,-0.0001232
NA18507,YRI,-0.00988
NA18508,YRI,-0.01166
NA18510,YRI,-0.00703
NA18511,YRI,-0.01116
NA18516,YRI,0.0008034
NA18517,YRI,0.002544
NA18519,YRI,-0.009164
NA18520,YRI,-0.003085
NA18522,YRI,-0.005683
NA18523,YRI,-0.004517
NA18853,YRI,-0.01349
NA18856,YRI,-0.0002916
NA18858,YRI,-0.006525
NA18861,YRI,-0.009094
NA18864,YRI,8.742e-05
NA18865,YRI,-0.005219
NA18867,YRI,-0.002959
NA18868,YRI,-0.009641
NA18870,YRI,-0.005458
NA18871,YRI,-0.00637
NA18873,YRI,-0.00974
NA18874,YRI,-0.01566
NA18876,YRI,-0.004166
NA18877,YRI,0.001211
NA18878,YRI,-0.005528
NA18879,YRI,-0.005205
NA18881,YRI,-0.003661
NA18907,YRI,-0.00192
NA18908,YRI,-0.005233
NA18909,YRI,-0.002032
NA18910,YRI,-0.009824
NA18912,YRI,-0.00397
NA18915,YRI,-0.001092
NA18916,YRI,-0.01079
NA18917,YRI,-0.005739
NA18923,YRI,-0.002791
NA18924,YRI,-0.001766
NA18933,YRI,-0.006398
NA18934,YRI,-0.004096
NA19092,YRI,0.0005367
NA19093,YRI,-0.005247
NA19095,YRI,-0.0006566
NA19096,YRI,-0.004587
NA19098,YRI,-0.007844
NA19099,YRI,-0.002061
NA19102,YRI,-0.009473
NA19107,YRI,-0.002973
NA19108,YRI,0.003443
NA19113,YRI,0.005071
NA19114,YRI,-0.005514
NA19116,YRI,0.0004103
NA19117,YRI,-0.003141
NA19118,YRI,-0.0146
NA19119,YRI,0.0007192
NA19121,YRI,-0.00185
NA19129,YRI,0.002292
NA19130,YRI,-0.004616
NA19131,YRI,-0.009754
NA19137,YRI,-0.0003759
NA19138,YRI,-0.00178
NA19141,YRI,0.007753
NA19143,YRI,-0.00828
NA19144,YRI,-0.005542
NA19146,YRI,-0.005654
NA19147,YRI,-0.007072
NA19149,YRI,0.004622
NA19152,YRI,-0.005949
NA19153,YRI,-0.0007549
NA19159,YRI,-0.007157
NA19160,YRI,-0.007325
NA19171,YRI,-0.00265
NA19172,YRI,-0.001274
NA19175,YRI,-0.005388
NA19184,YRI,-0.003886
NA19185,YRI,-0.01154
NA19189,YRI,0.01032
NA19190,YRI,-0.005037
NA19197,YRI,-0.007999
NA19198,YRI,-0.003857
NA19200,YRI,-0.0002635
NA19201,YRI,0.002544
NA19204,YRI,-0.004251
NA19206,YRI,-0.008575
NA19207,YRI,-0.002524
NA19209,YRI,-0.007058
NA19210,YRI,-0.002889
NA19213,YRI,-0.003886
NA19214,YRI,-0.008701
NA19222,YRI,0.0009157
NA19223,YRI,-0.008111
NA19225,YRI,-0.00922
NA19235,YRI,-0.0008391
NA19236,YRI,0.001084
NA19238,YRI,-0.008771
NA19239,YRI,-0.007592
NA19247,YRI,-0.00244
NA19248,YRI,0.002741
NA19256,YRI,0.00166
NA19257,YRI,-0.005023
