sample_id,population,fis
HG02561,GWD,-0.008982
HG02562,GWD,-0.005858
HG02568,GWD,-0.005984
HG02570,GWD,-0.006082
HG02571,GWD,-0.004288
HG02573,GWD,-0.00922
HG02574,GWD,-0.02235
HG02582,GWD,4.122e-05
HG02583,GWD,0.01069
HG02585,GWD,-0.004723
HG02586,GWD,0.007635
HG02588,GWD,-0.007301
HG02589,GWD,-0.0103
HG02594,GWD,-0.008422
HG02595,GWD,0.005884
HG02610,GWD,-0.009094
HG02611,GWD,0.01554
HG02613,GWD,-0.01127
HG02614,GWD,-0.01373
HG02620,GWD,-0.003938
HG02621,GWD,-0.00349
HG02623,GWD,0.009961
HG02624,GWD,-0.001836
HG02628,GWD,-0.00206
HG02629,GWD,-0.005563
HG02634,GWD,-0.004218
HG02635,GWD,-0.009122
HG02642,GWD,0.004945
HG02643,GWD,-0.00908
HG02645,GWD,0.001681
HG02646,GWD,-0.007623
HG02666,GWD,-0.005521
HG02667,GWD,0.04362
HG02675,GWD,-0.002425
HG02676,GWD,-0.008996
HG02678,GWD,0.04062
HG02679,GWD,-0.003686
HG02702,GWD,-0.00674
HG02703,GWD,0.009191
HG02715,GWD,-0.005773
HG02716,GWD,-0.002201
HG02721,GWD,-0.006656
HG02722,GWD,-0.004484
HG02756,GWD,-0.001794
HG02757,GWD,-0.005787
HG02759,GWD,0.05026
HG02760,GWD,-0.003336
HG02763,GWD,0.04186
HG02768,GWD,0.0005176
HG02769,GWD,0.007439
HG02771,GWD,0.003656
HG02772,GWD,0.002017
HG02798,GWD,0.003432
HG02799,GWD,-0.008183
HG02804,GWD,-0.008057
HG02805,GWD,0.06989
HG02807,GWD,-0.01201
HG02808,GWD,0.02222
HG02810,GWD,0.04444
HG02811,GWD,0.0004896
HG02813,GWD,0.001288
HG02814,GWD,-0.005227
HG02816,GWD,0.001386
HG02817,GWD,-0.003209
HG02819,GWD,0.007874
HG02820,GWD,-0.005465
HG02836,GWD,-0.004358
HG02837,GWD,0.05015
HG02839,GWD,-0.007147
HG02840,GWD,-0.009332
HG02851,GWD,-0.0148
HG02852,GWD,-0.00185
HG02854,GWD,-0.003518
HG02855,GWD,-0.002032
HG02860,GWD,-0.005816
HG02861,GWD,0.002297
HG02870,GWD,-0.006306
HG02878,GWD,-0.008267
HG02879,GWD,0.001821
HG02881,GWD,0.0435
HG02882,GWD,-0.002999
HG02884,GWD,-0.005479
HG02885,GWD,-0.01099
HG02887,GWD,0.001428
HG02888,GWD,-0.006446
HG02890,GWD,-0.008758
HG02891,GWD,-0.009613
HG02895,GWD,0.003656
HG02896,GWD,0.01415
HG02982,GWD,-0.01045
HG02983,GWD,-0.0006453
HG03024,GWD,0.007621
HG03025,GWD,-0.00433
HG03027,GWD,0.007033
HG03028,GWD,-0.004611
HG03039,GWD,-0.0008695
HG03040,GWD,-0.005872
HG03045,GWD,-0.007413
HG03046,GWD,-0.005297
HG03048,GWD,-0.002453
HG03049,GWD,-0.002131
HG03240,GWD,-0.001822
HG03241,GWD,-0.00164
HG03246,GWD,-0.01141
HG03247,GWD,-0.002481
HG03258,GWD,-0.002495
HG03259,GWD,0.1114
HG03538,GWD,0.005281
HG03539,GWD,-0.009795
HG01500,IBS,-0.01672
HG01501,IBS,-0.001996
HG01503,IBS,0.001884
HG01504,IBS,0.001429
HG01506,IBS,0.0005027
HG01507,IBS,0.001061
HG01509,IBS,-0.008361
HG01510,IBS,-0.007067
HG01512,IBS,0.009469
HG01513,IBS,0.003839
HG01515,IBS,0.01545
HG01516,IBS,0.02105
HG01518,IBS,0.01489
HG01519,IBS,0.01178
HG01521,IBS,0.0125
HG01522,IBS,0.02261
HG01524,IBS,-0.006891
HG01525,IBS,-0.008464
HG01527,IBS,-0.01669
HG01528,IBS,0.003531
HG01530,IBS,-0.007302
HG01531,IBS,0.01488
HG01536,IBS,-0.003363
HG01537,IBS,-0.007052
HG01602,IBS,0.002634
HG01603,IBS,-0.008037
HG01605,IBS,0.003046
HG01606,IBS,0.009337
HG01607,IBS,-0.002643
HG01608,IBS,0.003178
HG01610,IBS,0.01511
HG01612,IBS,-0.004642
HG01613,IBS,0.003442
HG01615,IBS,0.006735
HG01617,IBS,0.002516
HG01618,IBS,-0.004348
HG01619,IBS,-0.01174
HG01620,IBS,-0.002525
HG01623,IBS,-0.0132
HG01624,IBS,-0.007214
HG01625,IBS,-0.007038
HG01626,IBS,-0.01139
HG01628,IBS,-0.004495
HG01630,IBS,-0.01423
HG01631,IBS,-0.007038
HG01632,IBS,0.005897
HG01668,IBS,-0.01177
HG01669,IBS,-0.007332
HG01670,IBS,0.008073
HG01672,IBS,0.007808
HG01673,IBS,0.0102
HG01675,IBS,0.0006938
HG01676,IBS,0.004354
HG01678,IBS,-0.002996
HG01679,IBS,0.03768
HG01680,IBS,0.005677
HG01682,IBS,-0.00401
HG01684,IBS,0.00137
HG01685,IBS,-0.02269
HG01686,IBS,-0.005847
HG01694,IBS,0.01135
HG01695,IBS,-0.006994
HG01697,IBS,-0.002481
HG01699,IBS,-0.005156
HG01700,IBS,0.0274
HG01702,IBS,0.01745
HG01704,IBS,-0.01409
HG01705,IBS,-0.01061
HG01707,IBS,-0.009875
HG01708,IBS,-0.01831
HG01709,IBS,-0.01258
HG01710,IBS,-0.01074
HG01746,IBS,0.001458
HG01747,IBS,0.003825
HG01756,IBS,-0.001599
HG01757,IBS,0.0002087
HG01761,IBS,-0.006611
HG01762,IBS,0.01886
HG01765,IBS,0.007955
HG01766,IBS,-0.006538
HG01767,IBS,-0.00426
HG01768,IBS,-0.01015
HG01770,IBS,0.001135
HG01771,IBS,0.004707
HG01773,IBS,-0.003569
HG01775,IBS,0.005059
HG01776,IBS,0.00503
HG01777,IBS,-0.007993
HG01779,IBS,0.001899
HG01781,IBS,-0.00401
HG01783,IBS,-0.004451
HG01784,IBS,-0.004495
HG01785,IBS,0.006882
HG01786,IBS,0.001385
HG02219,IBS,0.002884
HG02220,IBS,-0.009228
HG02221,IBS,0.002428
HG02223,IBS,-0.009831
HG02224,IBS,0.004177
HG02230,IBS,-0.003819
HG02231,IBS,-0.0005703
HG02232,IBS,0.00281
HG02233,IBS,-0.01242
HG02235,IBS,-0.004465
HG02236,IBS,-0.002099
HG02238,IBS,4.703e-05
HG02239,IBS,-0.009698
NA18939,JPT,0.002595
NA18940,JPT,-0.01516
NA18941,JPT,-0.002648
NA18942,JPT,-0.006098
NA18943,JPT,-0.006752
NA18944,JPT,0.005422
NA18945,JPT,0.002261
NA18946,JPT,-0.006007
NA18947,JPT,-0.005399
NA18948,JPT,-0.00353
NA18949,JPT,-0.004077
NA18950,JPT,0.004723
NA18951,JPT,-0.006296
NA18952,JPT,-0.004062
NA18953,JPT,0.003674
NA18954,JPT,-0.01484
NA18956,JPT,-0.0144
NA18957,JPT,-0.006053
NA18959,JPT,-0.005338
NA18960,JPT,-0.007876
NA18961,JPT,-0.001645
NA18962,JPT,-0.01359
NA18963,JPT,-0.002466
NA18964,JPT,-0.006053
NA18965,JPT,-0.00742
NA18966,JPT,-0.009062
NA18967,JPT,0.002093
NA18968,JPT,0.002716
NA18969,JPT,-0.00201
NA18970,JPT,-0.001964
NA18971,JPT,-0.003332
NA18972,JPT,-0.008894
NA18973,JPT,-0.002436
NA18974,JPT,-0.004001
NA18975,JPT,-0.005171
NA18976,JPT,-0.01073
NA18977,JPT,-0.01269
NA18978,JPT,-0.002314
NA18979,JPT,-0.0097
NA18980,JPT,-0.003606
NA18981,JPT,-0.01244
NA18982,JPT,-0.01443
NA18983,JPT,-0.005445
NA18984,JPT,0.02288
NA18985,JPT,-0.003241
NA18986,JPT,-0.01345
NA18987,JPT,0.04544
NA18988,JPT,-0.00625
NA18989,JPT,-0.002998
NA18990,JPT,-0.006858
NA18991,JPT,-0.00394
NA18992,JPT,0.04425
NA18993,JPT,-0.007633
NA18994,JPT,-0.006144
NA18995,JPT,0.007154
NA18997,JPT,-0.004198
NA18998,JPT,-0.01213
NA18999,JPT,-0.005749
NA19000,JPT,-0.006645
NA19001,JPT,-0.007739
NA19002,JPT,-0.008089
NA19003,JPT,-0.00356
NA19004,JPT,-0.004107
NA19005,JPT,-0.01224
NA19006,JPT,0.001075
NA19007,JPT,-0.006129
NA19009,JPT,-0.002299
NA19010,JPT,-0.001204
NA19011,JPT,-0.008211
NA19012,JPT,0.07819
NA19054,JPT,-0.007223
NA19055,JPT,-0.002436
NA19056,JPT,-0.00742
NA19057,JPT,-0.003515
NA19058,JPT,-0.01446
NA19059,JPT,-0.004381
NA19060,JPT,-3.883e-06
NA19062,JPT,-0.005384
NA19063,JPT,-0.006904
NA19064,JPT,-0.008332
NA19065,JPT,0.003765
NA19066,JPT,-0.008469
NA19067,JPT,-0.006448
NA19068,JPT,-0.001919
NA19070,JPT,0.0001177
NA19072,JPT,-0.001736
NA19074,JPT,-0.003727
NA19075,JPT,-0.00511
NA19076,JPT,-0.001888
NA19077,JPT,-0.001402
NA19078,JPT,0.003081
NA19079,JPT,-0.003256
NA19080,JPT,-0.0002926
NA19081,JPT,-0.003378
NA19082,JPT,0.001516
NA19083,JPT,-0.003256
NA19084,JPT,-0.001615
NA19085,JPT,-0.005551
NA19086,JPT,-0.007162
NA19087,JPT,8.73e-05
NA19088,JPT,-0.006129
NA19089,JPT,0.0009688
NA19090,JPT,-0.002527
NA19091,JPT,0.001957
HG01595,KHV,-0.001688
HG01596,KHV,0.00541
HG01597,KHV,-0.003179
HG01598,KHV,-0.004008
HG01599,KHV,-0.001838
HG01600,KHV,-0.001823
HG01840,KHV,-0.01079
HG01841,KHV,-0.006751
HG01842,KHV,-0.007761
HG01843,KHV,-0.004882
HG01844,KHV,-0.01218
HG01845,KHV,-0.003496
HG01846,KHV,-0.002079
HG01847,KHV,0.0003921
HG01848,KHV,-0.001266
HG01849,KHV,-0.005771
HG01850,KHV,-0.003782
HG01851,KHV,0.00431
HG01852,KHV,-0.008198
HG01853,KHV,-0.005259
HG01855,KHV,-0.001205
HG01857,KHV,-0.004807
HG01858,KHV,0.004823
HG01859,KHV,0.008244
HG01860,KHV,-0.002652
HG01861,KHV,0.001025
HG01862,KHV,-0.002938
HG01863,KHV,0.0008292
HG01864,KHV,-0.003737
HG01865,KHV,-0.002742
HG01866,KHV,-0.0001654
HG01867,KHV,0.006375
HG01868,KHV,0.007219
HG01869,KHV,-0.001672
HG01870,KHV,0.006074
HG01871,KHV,0.001146
HG01872,KHV,-0.003647
HG01873,KHV,0.00865
HG01874,KHV,-0.003933
HG01878,KHV,-0.00327
HG02016,KHV,-0.02423
HG02017,KHV,-0.00434
HG02019,KHV,0.00107
HG02020,KHV,-0.0001052
HG02023,KHV,-0.008213
HG02025,KHV,-0.001266
HG02026,KHV,0.00642
HG02028,KHV,-0.007489
HG02029,KHV,-0.002848
HG02031,KHV,-0.00761
HG02032,KHV,-0.001718
HG02035,KHV,-0.0119
HG02040,KHV,-0.005998
HG02047,KHV,-0.009117
HG02048,KHV,-0.0009792
HG02049,KHV,-0.01023
HG02050,KHV,-0.003827
HG02057,KHV,-0.01174
HG02058,KHV,-0.01789
HG02060,KHV,-0.002788
HG02061,KHV,-0.002456
HG02064,KHV,-0.0102
HG02067,KHV,-0.005606
HG02069,KHV,-0.009675
HG02070,KHV,-0.0002257
HG02072,KHV,-0.003707
HG02073,KHV,0.006631
HG02075,KHV,-0.01728
HG02076,KHV,-0.002064
HG02078,KHV,0.01549
HG02079,KHV,-0.005515
HG02081,KHV,0.002698
HG02082,KHV,-0.0007984
HG02084,KHV,-0.001537
HG02085,KHV,-0.01008
HG02086,KHV,-0.007278
HG02087,KHV,-0.009569
HG02088,KHV,-0.001959
HG02113,KHV,-0.006721
HG02116,KHV,-0.009238
HG02121,KHV,-0.01055
HG02122,KHV,-0.009509
HG02127,KHV,0.006315
HG02128,KHV,-0.001748
HG02130,KHV,-0.0004367
HG02131,KHV,-0.02961
HG02133,KHV,-0.006992
HG02134,KHV,-0.00657
HG02136,KHV,-0.01365
HG02137,KHV,0.006661
HG02138,KHV,0.004868
HG02139,KHV,-0.005289
HG02140,KHV,-0.0001052
HG02141,KHV,-0.006058
HG02142,KHV,-0.02419
HG02512,KHV,0.0172
HG02513,KHV,0.003843
HG02521,KHV,-0.008032
HG02522,KHV,0.0004826
NA19017,LWK,0.0009787
NA19019,LWK,-0.003996
NA19020,LWK,-0.009414
NA19023,LWK,-0.005271
NA19024,LWK,-0.004758
NA19025,LWK,0.002253
NA19026,LWK,0.00393
NA19027,LWK,-0.003386
NA19028,LWK,-0.01325
NA19030,LWK,-0.003137
NA19031,LWK,-0.01209
NA19035,LWK,-0.00225
NA19036,LWK,-0.008652
NA19037,LWK,-0.002125
NA19038,LWK,0.001616
NA19041,LWK,-0.005576
NA19042,LWK,-0.0071
NA19043,LWK,-0.007807
NA19307,LWK,-0.009151
NA19308,LWK,-0.01652
NA19309,LWK,-0.005271
NA19310,LWK,-3.288e-05
NA19312,LWK,-0.001322
NA19314,LWK,-0.01079
NA19315,LWK,-0.004813
NA19316,LWK,-0.008652
NA19317,LWK,-0.002042
NA19318,LWK,-0.004689
NA19319,LWK,-0.0009751
NA19320,LWK,-0.004883
NA19321,LWK,-0.009414
NA19323,LWK,-0.005465
NA19324,LWK,-0.01105
NA19327,LWK,-0.01745
NA19328,LWK,0.01502
NA19331,LWK,-0.01019
NA19332,LWK,-0.004467
NA19334,LWK,-0.006712
NA19338,LWK,-0.009248
NA19346,LWK,-0.002596
NA19347,LWK,-0.005506
NA19350,LWK,-0.00286
NA19351,LWK,0.003902
NA19355,LWK,-0.009954
NA19360,LWK,-0.004231
NA19372,LWK,-0.007571
NA19374,LWK,-0.01899
NA19375,LWK,0.001824
NA19376,LWK,-0.007044
NA19377,LWK,-0.01177
NA19378,LWK,-0.007086
NA19379,LWK,0.0003274
NA19380,LWK,-0.004536
NA19383,LWK,-0.002181
NA19384,LWK,-0.0004209
NA19385,LWK,-0.0104
NA19390,LWK,-0.005631
NA19391,LWK,-0.001917
NA19393,LWK,-0.004107
NA19394,LWK,-0.009844
NA19395,LWK,-0.01033
NA19397,LWK,0.002046
NA19399,LWK,-0.0002546
NA19401,LWK,-0.005312
NA19403,LWK,-0.01963
NA19404,LWK,-0.00304
NA19428,LWK,-0.003968
NA19429,LWK,-0.006629
NA19430,LWK,-0.005617
NA19431,LWK,0.002531
NA19434,LWK,-0.004328
NA19435,LWK,-0.001945
NA19436,LWK,-0.01644
NA19437,LWK,-0.01167
NA19438,LWK,-0.005104
NA19439,LWK,-0.005936
NA19440,LWK,0.0004798
NA19443,LWK,-0.005118
NA19445,LWK,-0.004148
NA19446,LWK,-0.002264
NA19448,LWK,0.0003828
NA19449,LWK,-0.003497
NA19451,LWK,0.002323
NA19452,LWK,-0.01487
NA19454,LWK,-0.003192
NA19455,LWK,-0.007141
NA19456,LWK,-0.01167
NA19457,LWK,-0.004107
NA19461,LWK,-0.01087
NA19462,LWK,0.001547
NA19463,LWK,-0.009954
NA19466,LWK,-0.01298
NA19467,LWK,-0.00631
NA19468,LWK,-0.006989
NA19471,LWK,-0.00516
NA19472,LWK,-0.009525
NA19473,LWK,-0.01511
NA19474,LWK,-0.004509
NA19475,LWK,-0.0137
HG03052,MSL,-0.0118
HG03054,MSL,-0.007941
HG03055,MSL,-0.003319
HG03057,MSL,-0.001642
HG03058,MSL,-0.007363
HG03060,MSL,-0.01011
HG03061,MSL,0.00305
HG03063,MSL,-0.005264
HG03064,MSL,-0.005588
HG03066,MSL,-0.007109
HG03069,MSL,-0.009125
HG03072,MSL,-0.006208
HG03073,MSL,-0.003953
HG03074,MSL,-0.002431
HG03077,MSL,-0.009195
HG03078,MSL,-0.006743
HG03079,MSL,-0.006165
HG03081,MSL,-0.008758
HG03082,MSL,-0.001713
HG03084,MSL,-0.005912
HG03085,MSL,-0.005348
HG03086,MSL,-0.00959
HG03088,MSL,-0.009477
HG03091,MSL,-0.005743
HG03095,MSL,-0.00811
HG03096,MSL,-0.009646
HG03097,MSL,0.004389
HG03209,MSL,-0.0009093
HG03212,MSL,0.003839
HG03224,MSL,-0.001952
HG03225,MSL,-0.006715
HG03376,MSL,-0.0005429
HG03378,MSL,-0.005447
HG03380,MSL,-0.007997
HG03382,MSL,-0.007927
HG03385,MSL,0.0004857
HG03388,MSL,-0.01134
HG03391,MSL,-0.00804
HG03394,MSL,-0.009928
HG03397,MSL,-0.009885
HG03401,MSL,-0.01153
HG03410,MSL,-0.009533
HG03419,MSL,-0.007166
HG03428,MSL,-0.00687
HG03432,MSL,-0.002262
HG03433,MSL,-0.006165
HG03436,MSL,-0.006729
HG03437,MSL,-0.01025
HG03439,MSL,-0.003178
HG03442,MSL,-0.007138
HG03445,MSL,-0.01321
HG03446,MSL,-0.002262
HG03449,MSL,-0.007363
HG03451,MSL,-0.005714
HG03452,MSL,-0.009195
HG03455,MSL,-0.004348
HG03457,MSL,-0.004587
HG03458,MSL,-0.00928
HG03460,MSL,-0.003248
HG03461,MSL,-0.007011
HG03464,MSL,-0.006461
HG03469,MSL,-0.003812
HG03470,MSL,-0.01034
HG03472,MSL,-0.01265
HG03473,MSL,-0.004813
HG03476,MSL,-0.006518
HG03478,MSL,-0.001896
HG03479,MSL,-0.009181
HG03484,MSL,-0.00749
HG03485,MSL,-0.0008247
HG03547,MSL,-0.01032
HG03548,MSL,-0.007631
HG03556,MSL,-0.007405
HG03557,MSL,-0.005221
HG03558,MSL,-0.009364
HG03559,MSL,-0.001938
HG03563,MSL,-0.002628
HG03565,MSL,-0.01162
HG03567,MSL,-0.01039
HG03571,MSL,-0.008899
HG03572,MSL,-0.002262
HG03575,MSL,-0.005799
HG03577,MSL,-0.007279
HG03578,MSL,-0.002699
HG03583,MSL,-0.003305
NA19648,MXL,0.02958
NA19649,MXL,0.001513
NA19651,MXL,-0.03131
NA19652,MXL,-0.02913
NA19654,MXL,-0.008064
NA19655,MXL,-0.02911
NA19657,MXL,-0.0008812
NA19658,MXL,-0.02321
NA19661,MXL,-0.01195
NA19663,MXL,0.007811
NA19664,MXL,-0.01722
NA19669,MXL,-0.006424
NA19670,MXL,-0.01223
NA19676,MXL,-0.02462
NA19678,MXL,-0.03027
NA19679,MXL,0.06607
NA19681,MXL,-0.0001701
NA19682,MXL,0.005112
NA19684,MXL,-0.03764
NA19716,MXL,-0.008935
NA19717,MXL,-0.003232
NA19719,MXL,-0.03083
NA19720,MXL,-0.003537
NA19722,MXL,-0.02494
NA19723,MXL,-0.01581
NA19725,MXL,-0.02742
NA19726,MXL,0.01131
NA19728,MXL,0.1339
NA19729,MXL,0.1009
NA19731,MXL,0.1385
NA19732,MXL,0.1617
NA19734,MXL,0.02041
NA19735,MXL,0.08209
NA19740,MXL,0.03357
NA19741,MXL,0.07771
NA19746,MXL,0.02566
NA19747,MXL,-0.0001846
NA19749,MXL,-0.02816
NA19750,MXL,-0.01838
NA19752,MXL,-0.003725
NA19755,MXL,0.02119
NA19756,MXL,-0.02207
NA19758,MXL,0.05949
NA19759,MXL,0.05103
NA19761,MXL,-0.005539
NA19762,MXL,-0.007513
NA19764,MXL,-0.03176
NA19770,MXL,-0.03135
NA19771,MXL,-0.00657
NA19773,MXL,-0.04285
NA19774,MXL,-0.01307
NA19776,MXL,-0.03164
NA19777,MXL,-0.0279
NA19779,MXL,-0.03279
NA19780,MXL,-0.002782
NA19782,MXL,-0.01883
NA19783,MXL,0.04129
NA19785,MXL,0.02958
NA19786,MXL,0.00234
NA19788,MXL,-0.01554
NA19789,MXL,-0.02633
NA19792,MXL,-0.03825
NA19794,MXL,-0.009109
NA19795,MXL,-0.03111
HG01565,PEL,-0.04025
HG01566,PEL,-0.07404
HG01571,PEL,-0.03176
HG01572,PEL,0.069
HG01577,PEL,-0.1086
HG01578,PEL,-0.05377
HG01892,PEL,-0.04286
HG01893,PEL,-0.08695
HG01917,PEL,0.02479
HG01918,PEL,0.004187
HG01920,PEL,0.1043
HG01921,PEL,-0.005144
HG01923,PEL,0.08842
HG01924,PEL,-0.06985
HG01926,PEL,0.1176
HG01927,PEL,0.06483
HG01932,PEL,0.008641
HG01933,PEL,-0.08479
HG01935,PEL,0.005015
HG01936,PEL,-0.04928
HG01938,PEL,0.1012
HG01939,PEL,-0.01326
HG01941,PEL,0.004843
HG01942,PEL,0.0213
HG01944,PEL,-0.06357
HG01945,PEL,0.002624
HG01947,PEL,-0.05666
HG01948,PEL,-0.1252
HG01950,PEL,0.00403
HG01951,PEL,0.07937
HG01953,PEL,0.04917
HG01954,PEL,0.06928
HG01961,PEL,0.1017
HG01965,PEL,-0.07882
HG01967,PEL,-0.03833
HG01968,PEL,0.0735
HG01970,PEL,0.09898
HG01971,PEL,-0.1015
HG01973,PEL,0.008219
HG01974,PEL,0.06288
HG01976,PEL,-0.03223
HG01977,PEL,0.01896
HG01979,PEL,-0.02259
HG01980,PEL,-0.02229
HG01982,PEL,0.007485
HG01991,PEL,-0.00244
HG01992,PEL,0.04958
HG01997,PEL,0.04656
HG02002,PEL,-0.00255
HG02003,PEL,0.02835
HG02006,PEL,-0.2125
HG02008,PEL,0.01696
HG02089,PEL,-0.03975
HG02090,PEL,-0.0865
HG02102,PEL,0.02821
HG02104,PEL,0.04792
HG02105,PEL,0.07485
HG02146,PEL,0.08637
HG02147,PEL,0.05866
HG02150,PEL,0.08448
HG02252,PEL,-0.03973
HG02253,PEL,-0.06161
HG02259,PEL,0.09567
HG02260,PEL,0.02499
HG02262,PEL,-0.005676
HG02265,PEL,0.07796
HG02266,PEL,0.06117
HG02271,PEL,0.08777
HG02272,PEL,0.1306
HG02274,PEL,-0.1329
HG02275,PEL,0.08448
HG02277,PEL,-0.01343
HG02278,PEL,0.04537
HG02285,PEL,-0.002487
HG02286,PEL,-0.01671
HG02291,PEL,0.09551
HG02292,PEL,0.04823
HG02298,PEL,-0.03443
HG02299,PEL,0.0409
HG02301,PEL,0.006375
HG02304,PEL,-0.03031
HG02312,PEL,-0.06674
HG02345,PEL,-0.1113
HG02348,PEL,0.01793
HG02425,PEL,-0.08006
HG01583,PJL,-0.005997
HG01586,PJL,0.00369
HG01589,PJL,0.04818
HG01593,PJL,0.04302
HG02490,PJL,0.04475
HG02491,PJL,-0.00566
HG02493,PJL,-0.002088
HG02494,PJL,0.002509
HG02597,PJL,0.0137
HG02600,PJL,-0.008359
HG02601,PJL,-0.005083
HG02603,PJL,0.01109
HG02604,PJL,0.1157
HG02648,PJL,0.06063
HG02649,PJL,0.06776
HG02651,PJL,-0.001667
HG02652,PJL,-0.01093
HG02654,PJL,0.003072
HG02655,PJL,0.07517
HG02657,PJL,-0.0132
HG02658,PJL,0.1559
HG02660,PJL,0.02405
HG02661,PJL,-0.001217
HG02681,PJL,0.004281
HG02682,PJL,0.00729
HG02684,PJL,0.1454
HG02685,PJL,0.06353
HG02687,PJL,0.003423
HG02688,PJL,0.007416
HG02690,PJL,0.0851
HG02691,PJL,0.02104
HG02694,PJL,0.09647
HG02696,PJL,-0.01523
HG02697,PJL,0.005602
HG02699,PJL,0.07159
HG02700,PJL,-0.0005699
HG02724,PJL,0.008119
HG02725,PJL,0.01072
HG02727,PJL,0.01007
HG02728,PJL,0.001553
HG02731,PJL,-0.01272
HG02733,PJL,0.006966
HG02734,PJL,0.1392
HG02736,PJL,-0.004352
HG02737,PJL,-0.004563
HG02774,PJL,-0.006166
HG02775,PJL,0.006854
HG02778,PJL,0.01047
HG02780,PJL,0.07883
HG02783,PJL,0.01296
HG02784,PJL,0.005884
HG02786,PJL,0.00937
HG02787,PJL,0.01232
HG02789,PJL,0.004337
HG02790,PJL,0.004042
HG02792,PJL,-0.001118
HG02793,PJL,0.002678
HG03015,PJL,0.0126
HG03016,PJL,-0.003733
HG03018,PJL,0.005054
HG03019,PJL,0.02934
HG03021,PJL,0.004506
HG03022,PJL,0.09634
HG03228,PJL,0.03656
HG03229,PJL,0.04892
HG03234,PJL,-0.001512
HG03235,PJL,-0.005266
HG03237,PJL,0.02482
HG03238,PJL,-0.00632
HG03488,PJL,-0.009695
HG03490,PJL,0.05307
HG03491,PJL,-0.002004
HG03619,PJL,0.03776
HG03624,PJL,0.01061
HG03625,PJL,0.1044
HG03629,PJL,-0.001245
HG03631,PJL,-0.0006824
HG03634,PJL,0.0001893
HG03636,PJL,-0.007937
HG03640,PJL,0.005631
HG03649,PJL,-0.01443
HG03652,PJL,-0.005027
HG03653,PJL,-0.005969
HG03660,PJL,0.007599
HG03663,PJL,-0.0001903
HG03667,PJL,0.01771
HG03668,PJL,-0.01029
HG03702,PJL,-0.009596
HG03703,PJL,-0.005955
HG03705,PJL,0.007585
HG03706,PJL,0.007768
HG03708,PJL,0.006812
HG03709,PJL,-0.006124
HG03762,PJL,-0.009048
HG03765,PJL,-0.00109
HG03767,PJL,0.01882
HG00551,PUR,0.01825
HG00553,PUR,-0.0138
HG00554,PUR,0.009323
HG00637,PUR,-0.01442
HG00638,PUR,-0.008702
HG00640,PUR,0.02561
HG00641,PUR,0.02584
HG00731,PUR,0.02714
HG00732,PUR,0.02636
HG00734,PUR,0.009965
HG00736,PUR,0.02877
HG00737,PUR,0.01661
HG00739,PUR,0.02964
HG00740,PUR,0.003426
HG00742,PUR,0.02856
HG00743,PUR,0.009086
HG01047,PUR,0.01335
HG01048,PUR,0.009728
HG01049,PUR,-0.03223
HG01051,PUR,-0.01587
HG01052,PUR,-0.03037
HG01054,PUR,0.009156
HG01055,PUR,-0.005482
HG01058,PUR,1.076e-05
HG01060,PUR,0.02135
HG01061,PUR,0.02853
HG01063,PUR,-0.05015
HG01064,PUR,-0.01237
HG01066,PUR,0.01897
HG01067,PUR,0.01767
HG01069,PUR,0.005294
HG01070,PUR,0.02315
HG01072,PUR,0.01741
HG01073,PUR,0.02365
HG01075,PUR,0.02021
HG01077,PUR,-0.01917
HG01079,PUR,-0.005928
HG01080,PUR,0.005741
HG01082,PUR,-0.01606
HG01083,PUR,0.005922
HG01085,PUR,-0.002708
HG01086,PUR,0.005336
HG01088,PUR,-0.02098
HG01089,PUR,-0.01835
HG01092,PUR,-0.03469
HG01094,PUR,-0.009358
HG01095,PUR,0.004556
HG01097,PUR,0.009365
HG01098,PUR,-0.0001286
HG01101,PUR,0.002506
HG01102,PUR,-0.006374
HG01104,PUR,0.005253
HG01105,PUR,0.02
HG01107,PUR,-0.02252
HG01108,PUR,-0.04672
HG01110,PUR,0.006689
HG01111,PUR,0.00489
HG01161,PUR,-0.00445
HG01162,PUR,0.01075
HG01164,PUR,0.01631
HG01167,PUR,-0.02078
HG01168,PUR,0.02968
HG01170,PUR,0.003719
HG01171,PUR,-0.01827
HG01173,PUR,0.01794
HG01174,PUR,0.02906
HG01176,PUR,0.01252
HG01177,PUR,0.0217
HG01182,PUR,-0.003307
HG01183,PUR,0.01261
HG01187,PUR,0.000429
HG01188,PUR,-0.02722
HG01190,PUR,-0.005259
HG01191,PUR,0.01044
HG01197,PUR,0.0178
HG01198,PUR,0.03589
HG01200,PUR,0.04561
HG01204,PUR,0.004444
HG01205,PUR,-0.004046
HG01241,PUR,-0.05842
HG01242,PUR,-0.06585
HG01247,PUR,-0.01689
HG01248,PUR,-0.001021
HG01286,PUR,-0.02177
HG01302,PUR,-0.002764
HG01303,PUR,0.002409
HG01305,PUR,-0.01443
HG01308,PUR,-0.02381
HG01311,PUR,0.003747
HG01312,PUR,-0.002694
HG01323,PUR,-0.009943
HG01325,PUR,0.01215
HG01326,PUR,-0.002136
HG01392,PUR,-0.0082
HG01393,PUR,-0.02985
HG01395,PUR,0.01772
HG01396,PUR,-0.01616
HG01398,PUR,0.02635
HG01402,PUR,-0.01273
HG01403,PUR,-0.01605
HG01405,PUR,0.008738
HG01412,PUR,-0.003154
HG01413,PUR,-0.002066
